battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
825,0,0.5,1,0,1,23,0.1,86,2,0,206,1917.0,1.0,8,6,2,1,0,1,1
1146,0,3.0,0,5,1,57,0.4,111,5,10,73,583.0,291.0,19,9,11,1,1,1,0
1045,1,1.2,1,3,1,40,0.1,175,6,7,1078,1564.0,2137.0,11,8,12,1,0,1,1
920,0,2.1,1,5,0,25,0.4,115,7,14,209,1078.0,785.0,10,7,5,0,1,1,0
1299,1,2.8,1,0,0,64,0.5,83,6,6,46,908.0,1938.0,19,8,5,1,0,1,0
891,0,1.9,1,1,1,18,0.1,153,6,3,40,1435.0,1303.0,17,16,4,1,1,1,0
1135,1,2.8,1,9,0,43,0.4,158,1,11,690,1589.0,3204.0,18,13,6,1,0,0,1
1504,0,1.5,0,12,1,34,0.7,142,8,15,507,973.0,2806.0,7,2,7,1,0,1,1
1744,1,1.0,0,1,1,20,0.5,112,8,3,68,,1205.0,18,7,14,1,0,0,0
1661,1,,0,0,0,29,0.3,119,2,0,536,861.0,591.0,9,2,9,1,1,1,0
1880,0,,0,0,1,7,0.6,104,4,1,890,1019.0,1.0,9,0,3,1,1,0,1
1396,0,2.4,1,0,0,46,0.1,138,7,1,1191,,,7,3,15,0,0,1,1
1175,1,1.3,0,2,0,19,0.3,164,7,9,873,1394.0,1944.0,9,4,9,1,1,0,0
1841,1,1.3,1,6,0,14,0.6,167,8,8,593,,2304.0,7,1,18,0,0,1,1
609,1,0.5,0,4,1,10,0.1,81,6,6,113,,1905.0,16,3,18,1,1,1,1
1481,1,0.7,1,4,1,37,0.6,96,5,13,116,1533.0,1.0,10,5,16,1,1,1,1
501,1,0.5,1,14,0,22,0.5,174,6,20,239,1636.0,3077.0,17,3,17,0,0,0,1
1726,1,1.9,0,1,1,42,0.6,106,5,3,1221,1804.0,1.0,16,7,6,1,0,0,1
1076,0,2.3,1,0,1,14,0.7,191,5,0,1088,1718.0,1.0,17,16,2,1,1,1,1
548,0,1.0,1,0,1,56,0.4,146,4,14,657,1657.0,562.0,17,14,8,1,1,1,0
1337,1,2.7,1,0,0,5,0.7,200,4,1,161,1029.0,1.0,10,1,20,0,1,0,1
1143,0,,1,1,1,22,1.0,125,3,6,1116,1724.0,1214.0,12,5,16,1,1,0,1
966,0,2.0,0,8,1,34,0.5,118,2,10,214,1523.0,3534.0,18,17,11,1,1,1,1
854,0,1.0,0,5,1,17,0.9,101,4,9,730,1148.0,1.0,7,0,2,1,0,0,1
671,0,0.9,1,10,0,30,0.7,105,7,17,852,1182.0,2504.0,6,4,15,1,0,0,1
1194,0,2.3,0,6,1,34,0.2,165,2,12,494,509.0,1.0,15,1,19,1,1,0,0
1150,1,0.5,1,4,1,27,1.0,134,1,17,234,1947.0,1.0,11,0,16,1,0,0,0
673,1,2.2,1,2,0,3,0.4,84,2,9,1109,1247.0,2719.0,19,2,9,1,1,1,1
1002,0,0.8,1,0,1,35,0.5,83,2,4,1345,1416.0,1726.0,16,5,19,1,0,1,0
1695,0,0.5,1,6,1,46,0.7,200,3,9,1791,1898.0,,16,13,15,1,1,1,0
594,1,2.6,0,1,0,27,0.1,196,5,2,407,528.0,708.0,17,5,17,0,1,1,0
621,1,2.7,1,0,0,54,0.1,151,4,20,434,910.0,2801.0,6,1,5,1,1,1,1
903,0,1.0,1,0,1,50,0.4,91,1,0,1230,1235.0,711.0,9,5,10,1,1,0,0
1195,0,2.0,1,1,1,23,0.1,82,4,9,163,1100.0,980.0,13,9,17,1,0,0,0
1957,0,0.9,1,11,0,31,0.6,181,3,16,396,,,12,0,7,1,0,1,1
1438,1,1.8,0,3,0,16,0.6,169,8,7,859,867.0,2246.0,14,11,15,0,0,0,1
1633,0,1.7,1,3,1,33,0.9,111,2,19,146,906.0,1.0,9,0,7,1,1,0,0
668,0,2.9,1,7,0,30,0.2,195,8,12,522,1056.0,1.0,10,5,7,1,1,1,0
726,0,2.9,0,0,0,43,0.1,101,8,0,666,760.0,1446.0,17,2,8,1,1,0,1
1285,0,0.8,1,4,1,11,0.8,199,5,7,1791,1896.0,1.0,17,15,2,1,1,1,1
1872,0,0.5,1,3,0,17,0.7,89,6,6,1749,1767.0,724.0,17,3,9,1,0,1,0
1483,0,2.1,0,1,1,54,0.2,176,7,2,531,758.0,1851.0,15,13,2,1,1,0,0
614,1,0.7,0,4,1,51,0.1,178,7,7,1012,1040.0,2854.0,10,7,12,1,0,1,1
1519,0,2.9,0,2,0,30,0.7,112,7,8,1122,,2440.0,9,5,10,1,1,1,1
798,1,0.5,1,7,0,2,0.8,148,2,15,497,627.0,3593.0,14,9,3,0,1,0,1
1089,0,1.4,1,10,0,2,0.1,153,7,20,211,,2620.0,7,5,13,1,0,0,1
1630,1,2.8,1,0,1,32,0.9,80,6,1,712,1726.0,1751.0,12,10,20,1,0,1,1
1066,0,3.0,1,6,1,5,0.5,167,5,7,53,1504.0,1.0,8,7,11,1,0,0,0
1139,1,0.9,1,6,1,58,0.5,161,2,11,742,999.0,1850.0,9,4,8,1,0,0,0
1339,1,2.3,1,0,0,40,0.1,123,2,1,212,1269.0,2382.0,6,4,7,1,0,1,1
1043,0,2.7,0,3,0,29,0.2,83,8,17,887,893.0,1183.0,5,3,8,1,0,0,0
564,0,1.8,1,0,1,51,0.5,168,3,1,912,1980.0,1.0,14,8,15,1,1,0,0
954,1,,0,0,0,50,0.3,134,2,11,228,1058.0,438.0,17,0,2,1,0,0,0
1595,1,2.6,0,7,0,12,0.3,121,8,19,344,655.0,1.0,15,1,16,0,1,0,1
1412,1,2.4,0,5,0,25,0.8,96,8,17,516,1894.0,1.0,15,9,4,0,0,1,0
1786,0,0.5,0,9,1,58,0.7,161,7,10,231,1671.0,,9,3,7,1,1,1,1
1117,1,0.5,1,2,0,21,0.1,177,2,19,495,1035.0,1999.0,15,9,2,1,0,1,0
1719,1,2.1,1,0,0,52,0.1,187,3,1,417,520.0,2610.0,10,1,11,1,1,1,1
946,0,1.7,1,8,1,25,0.8,143,6,15,650,1740.0,2177.0,7,5,13,1,1,1,1
1672,1,0.5,1,13,1,32,0.7,174,1,20,1281,1896.0,1267.0,17,4,20,1,1,0,0
1245,1,,0,2,0,30,0.7,105,5,3,330,1434.0,2676.0,17,8,7,1,0,0,1
1470,0,2.2,1,4,1,33,0.4,138,7,10,1790,1988.0,1633.0,18,4,4,1,0,0,1
1163,0,2.8,1,0,0,49,0.6,155,2,0,520,754.0,2768.0,19,2,12,0,0,1,1
794,1,0.5,1,0,1,2,0.8,106,6,14,1222,1890.0,668.0,13,4,19,1,1,0,0
912,1,2.8,1,6,1,46,0.4,84,4,11,995,1310.0,851.0,8,4,4,1,1,1,0
1038,0,1.2,0,3,0,43,0.7,141,1,5,4,638.0,3709.0,11,0,12,1,1,1,1
565,0,0.6,1,1,0,50,0.1,158,2,8,543,703.0,2156.0,13,6,6,1,1,1,0
826,1,2.4,1,0,1,58,0.3,88,4,1,179,,2863.0,9,3,18,1,0,1,1
1674,0,2.8,1,0,1,52,0.2,89,3,7,1432,,1.0,7,0,6,1,0,0,1
1898,0,1.8,1,3,1,56,0.2,185,7,4,444,,2114.0,10,5,19,1,1,1,1
612,1,1.9,1,6,0,16,0.3,102,7,7,1360,,3161.0,8,4,3,0,0,0,1
1201,1,0.5,0,1,1,10,0.4,198,6,5,1151,1723.0,1.0,11,4,3,1,1,0,0
504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195.0,470.0,6,0,16,1,0,0,0
1053,0,,0,7,0,42,0.9,126,6,17,419,1261.0,1339.0,17,0,14,0,0,1,0
1876,0,,0,10,1,40,0.3,86,6,14,546,1564.0,2513.0,10,8,16,1,1,0,1
612,1,0.5,1,1,1,20,0.8,179,8,6,1145,1487.0,3282.0,16,2,18,1,1,1,1
1375,1,1.1,0,3,1,9,0.9,145,7,19,475,726.0,3869.0,19,18,10,1,1,1,1
1132,0,1.0,0,0,0,8,0.1,157,1,4,1091,1293.0,1.0,11,2,6,0,1,1,1
1934,1,,1,0,1,46,0.1,103,1,17,619,1299.0,1.0,13,9,2,1,1,1,1
1806,1,2.0,1,2,1,54,0.1,117,1,11,347,727.0,1.0,13,0,6,1,0,1,1
1698,0,2.5,0,10,1,26,0.4,105,2,18,485,1819.0,1.0,5,3,17,1,0,1,1
1035,0,0.6,1,2,1,44,0.5,99,3,3,236,1960.0,1.0,14,5,12,1,1,0,1
1970,0,1.6,1,11,1,58,0.3,80,8,19,654,882.0,1.0,14,12,2,1,1,0,1
1323,1,2.5,1,10,1,28,0.2,131,4,12,162,619.0,1892.0,10,0,15,1,1,1,0
1969,0,0.8,1,5,1,7,0.2,85,8,20,332,764.0,315.0,16,7,7,1,1,0,0
1754,1,2.1,1,1,1,52,1.0,101,4,3,199,1452.0,1.0,11,6,19,1,0,1,1
983,0,,0,0,1,53,0.9,187,1,4,1001,1176.0,1389.0,17,8,8,1,1,1,0
808,0,0.5,1,0,0,8,0.1,192,4,1,618,1891.0,1.0,15,9,12,1,0,1,1
1476,1,1.2,1,0,1,55,0.1,171,4,5,1641,,1529.0,13,8,3,1,0,1,1
1796,1,2.3,0,4,0,44,0.9,184,2,11,1024,1363.0,3577.0,17,7,4,1,1,0,1
516,1,0.7,1,1,0,30,0.9,138,1,12,126,698.0,1.0,17,13,15,0,0,0,1
1442,0,,1,1,0,27,0.4,127,5,8,266,642.0,991.0,14,8,7,1,0,0,0
648,1,,1,9,1,54,0.4,109,5,20,1153,,3124.0,5,0,13,1,0,0,1
1479,0,0.5,0,8,0,19,0.6,156,3,10,180,1476.0,3323.0,13,12,6,1,0,1,1
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014.0,1.0,13,3,19,1,0,0,1
617,1,2.3,0,0,0,32,0.5,199,7,20,768,874.0,2213.0,18,13,7,0,0,0,1
1773,1,2.5,0,16,1,32,0.6,170,6,18,1215,1472.0,3566.0,17,6,13,1,0,1,1
630,0,2.0,0,9,1,14,0.5,180,8,13,66,1448.0,1212.0,12,8,12,1,0,0,0
502,0,1.5,1,7,0,37,0.2,199,2,12,705,1810.0,1649.0,6,1,14,0,1,0,0
1923,0,0.5,1,7,0,46,0.5,191,1,10,767,1759.0,1489.0,10,9,3,1,1,1,0
1848,0,1.3,1,7,0,12,0.1,178,2,19,195,533.0,3915.0,9,7,8,0,0,1,1
1948,0,2.9,1,4,0,5,0.2,136,1,13,651,700.0,361.0,6,1,10,0,1,0,0
1880,1,2.0,0,11,0,35,0.1,200,4,14,930,1983.0,1930.0,17,7,15,0,1,0,1
